Store,Dept,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
1,1,-0.4738598709560877,-0.0663958005075905,-0.025235959375993947,0.09882978324180612,-0.02223217577686269,0.014131731585025528,-0.017468082626558537,-0.04353269365065541,0.10339925513962786,0.09006090476542447
1,2,-0.014821446707966167,0.03447089436067094,0.40769654588096604,-0.1754283141218826,-0.08779129833897577,0.40801654150648015,0.05317194917345404,0.12162690996622834,-0.04578865753375629,-0.10410805351204025
1,3,0.3364895026853618,0.027219023604708698,0.2990051994635137,-0.1360599521213469,-0.07600838941007297,0.2811115396701088,-0.004676776205251459,0.07298616981320043,-0.08958812026443588,-0.051752228451529596
1,4,0.009819678397111203,0.031812609293542994,0.19428707577001286,-0.06605915313865754,0.410314833098604,0.12488720115997136,-0.052138976622688314,0.23068458210871406,-0.1753655673627894,0.19433282854771194
1,5,-0.5115376529456179,-0.12866076659058967,-0.12892812258850947,0.12522967466130602,0.6567836299895583,-0.014946974082555114,0.05315805547470248,-0.019696336540709066,0.166537671805899,0.3245957979285496
1,6,-0.27076471605488817,-0.21727295060675533,-0.1613540093195176,0.03807210186925792,0.618611081731303,-0.0767660936088183,-0.05909260533272841,-0.16100639429149302,0.24258790360223195,0.31074530019864405
1,7,-0.20981926987994653,-0.13636039231455685,-0.22783194464427817,-0.02116160981022891,0.38149403774644824,-0.19430983583651923,-0.012634516975589346,-0.08832806242970605,0.1355483680547193,0.1111935776631348
1,8,-0.2143592684266342,0.23763895404386076,0.3590483512956603,-0.3378040015466039,-0.2558462734888286,0.31367683073728436,-0.034663746708082914,0.5039554511870242,-0.5386133556115,-0.08123354036233298
1,9,0.09604369587754578,0.15424977600316722,-0.11071696099141409,-0.20961074404633906,0.20807332172340384,-0.17234329219127426,-0.2444916286256581,0.2460586541678828,-0.1786386085899337,0.09252002233975869
1,10,0.14862365094134766,0.18395715795548315,0.38245408217316146,-0.1473493427765532,-0.029771295116665562,0.2886455777687316,0.13265913634689855,0.1811539865627169,-0.10919099073051289,0.02354928378897439
1,11,0.2681874143938127,0.09701088843611481,0.011928362664157938,-0.08692284485595059,0.10279884248843772,-0.013271522012363375,0.23425058280868025,0.06508629096491977,-0.02385944916325041,-0.0828708193214653
1,12,0.5238324838960825,0.24772961569934301,0.18553157821891242,-0.3793116447686541,-0.24071249058773408,0.10931145227643171,-0.22903524517905366,0.05545803263089544,-0.11195466800695697,-0.21335623518411398
1,13,0.33663409586817894,0.07189175411873756,0.5426953998138019,-0.27431824393030246,-0.05390985977350974,0.48857872851475603,-0.0014494598948874293,0.26778600651453166,-0.3655669322694995,-0.05077887071076404
1,14,-0.4102047726650561,-0.14289009460851823,-0.13112059026697462,0.16936194597698806,0.5214613957791095,-0.05929395427308265,-0.009957971836803041,-0.016721909429173475,0.15772693098773993,0.3167843631519428
1,16,0.40635993224210154,0.2527013870651634,0.07648485380669087,-0.29310536612587024,-0.13819819706993627,-0.04352499888127857,-0.22162047769579915,0.004901539341003043,-0.13093254447917824,-0.2099033694773709
1,17,-0.46908776345861325,-0.37879765718893144,-0.07474759184218514,0.1278486789548987,0.2655209060344358,0.036230925317292474,0.06809296769150631,-0.3122979299770379,0.32472717663431483,0.21760793290096347
1,18,-0.4784672996330205,-0.255961379125196,-0.20420586951859182,0.1365129635625772,0.3021113153735368,-0.10077376983882161,0.4357701544025398,-0.08921232650611981,0.1937758408706935,0.2073622513540567
1,19,-0.1636295050070587,-0.5676310948386336,-0.1508725084713205,-0.31155560838835833,-0.11512334307188594,-0.13191633095961885,0.14138685845295051,-0.45411782482572355,0.25924617922422133,-0.0511494568719601
1,20,0.24900746245943653,0.04347206827661463,0.2224968830309647,-0.051698301232162264,0.17367986051664716,0.1793538529306541,-0.18780925484883995,0.10475627042237831,-0.07112643114361182,0.05689644098681087
1,21,-0.2999407677945709,-0.19578745218554156,-0.02295482272731492,-0.04666223129133864,0.26307157082864124,0.06080735285969336,0.043304032280750915,-0.10744719429150384,0.2754736375299526,0.11224419769752408
1,22,-0.5431948795857443,-0.2261392365447977,-0.064823920377026,0.17963374114920228,0.6647194165154915,0.10329984906479403,-0.04427371501234738,-0.11958385681100238,0.2169238878037686,0.4470629971492162
1,23,-0.17350427359142406,-0.15818825499487302,-0.06404588999768107,-0.04951686292213379,0.24595836233922047,-0.03361411662224987,0.09045786538563895,-0.08053243893199881,0.12003037606744776,0.05405373068399462
1,24,-0.07009810233482992,-0.1801762000214247,0.07040499425968483,-0.1567678165732512,0.22605052592588648,0.13054057703863606,0.0682456386732909,-0.05918525262347556,0.026446249997270816,0.06496001034857266
1,25,-0.12541506353852377,-0.028593135010661203,0.07013017412313324,-0.16655603690705884,0.12239052628793536,-0.0097411230070855,-0.03748606668486427,-0.054434532404282907,0.06295523142722169,-0.0645973906138557
1,26,-0.4955063846651689,-0.3035337930867575,-0.028946887816882143,-0.1562166084974971,0.16585128744035524,0.01947152808494898,0.08571884996448985,-0.18700028375179142,0.1631078637740378,0.07608402124128404
1,27,-0.6284296039527394,-0.1823644235735869,-0.07955956280684165,0.2785558860270108,0.08908192302263612,0.002853336907730713,0.07047122487608769,0.024673134035239713,0.11234930463311658,0.15525711557133975
1,28,-0.7579778399495837,-0.4782509930421806,-0.10867676381315172,0.2976358117925898,0.0066473896970853825,-0.062466859715749216,0.19120955304812462,-0.40941297060754994,0.38190128181888344,0.0815840649036957
1,29,-0.5171612656277302,-0.30205776174546406,0.04400444553175248,0.2213014843523043,0.1007745354744672,0.08833803664849987,0.1020226345284104,-0.20021003252314815,0.2503930807896751,0.170549384505559
1,30,0.053636150037040545,-0.2381778533474704,0.3326099100043388,-0.197494568371406,0.03230595829512721,0.3258074388399607,-0.16808430679386685,-0.43847073566883316,0.29305987945854195,-0.03347757012806994
1,31,0.1192664277494207,-0.1458457410997609,0.20355715586360237,-0.0693821775813467,-0.06871556885113184,0.2524020197905738,0.06047330157209459,-0.1312074811378811,0.11910337027401446,-0.03316611922802541
1,32,-0.391739639851595,-0.1454170037090167,-0.018287251851507667,0.20955693330338956,0.029587850898157922,0.027778000135826555,-0.004274730740320521,-0.10246357501063187,0.17986070382397001,0.1225351481218531
1,33,-0.04807762828299295,-0.1961543005222082,0.03969757776009884,-0.18317320533991896,0.2709297017661231,0.11975453786873137,0.06455133634869742,-0.050134075371980884,0.032917935267866336,0.05662865096779919
1,34,-0.10121624817285967,0.06068306787171338,0.0490952870411655,-0.14039505402734967,0.1370097040095235,0.0017373566867954439,-0.03997024552707933,0.1130850026877168,-0.07940938703594112,0.0443864740832186
1,35,-0.15377636940531905,-0.040392142128520624,0.042412886108264686,0.058331384202012095,0.18267837767940417,0.026141820366460088,0.0545272618350196,-0.2324240355577194,0.27291415121528023,-0.016655055357075697
1,36,0.12779124873115205,0.04711547207897818,-0.07005520694979384,0.0848057464480087,0.0012983975273300062,-0.13175766250008006,0.05270599695557992,0.06072426385316759,-0.04642620795578785,-0.04008976126673127
1,37,-0.01896007291640929,-0.2242665594074124,0.4297536743275874,-0.0788834745726654,0.017909017541735333,0.31738180671486305,0.12066726031247263,-0.1694159092791117,0.10494951946353409,0.15544111062941962
1,38,-0.13485031174408674,-0.28542868244659175,0.5069621043829665,-0.02326167700838226,-0.3040477863099432,0.39474092848716424,0.4916266376785789,-0.2776011955560354,0.1950186584002687,-0.18931864806316132
1,40,-0.6719493177257333,-0.055295887687648315,0.47738279001483763,0.0969919421332433,-0.21277050400635655,0.41916025241617577,0.29133496315621876,0.056724840698921516,-0.0689859305362757,0.06959203460154528
1,41,-0.14458456087790125,-0.36115401439774736,-0.22309508836958178,-0.019299499478374272,0.45478063164705823,-0.16678636189389182,0.02479316010542273,-0.25300182993228104,0.2837460527491582,0.22933024076778974
1,42,0.11327104108815218,-0.011970063364399725,0.3452420546658364,-0.08079638757669046,-0.0989681830014902,0.40075946229234233,-0.11032709564004516,-0.030734380395725895,-0.03142633771919969,-0.134816704312583
1,44,-0.18640570843680043,0.009884279250959594,-0.11467845469858381,-0.2387421063905956,0.23809316198908892,-0.023241149475256594,0.21230384044765452,0.24441355843901885,-0.09215155118262151,0.0900079476800027
